location,date,total_cases,total_deaths,death_infected_rate
"United States",2020-04-14,627276,32676,5.20919
"United States",2020-04-15,653651,35300,5.40044
"United States",2020-04-16,683324,37487,5.48598
"United States",2020-04-17,716472,39591,5.52583
"United States",2020-04-18,743797,41534,5.58405
"United States",2020-04-19,768832,43501,5.65806
"United States",2020-04-20,799485,45787,5.72706
"United States",2020-04-21,825426,48239,5.84413
"United States",2020-04-22,855372,50704,5.92771
"United States",2020-04-23,887422,53132,5.98723
"United States",2020-04-24,918919,55196,6.00662
"United States",2020-04-25,949510,56935,5.99625
"United States",2020-04-26,975375,58350,5.98231
"United States",2020-04-27,1000113,59837,5.98302
"United States",2020-04-28,1024640,62069,6.05764
"United States",2020-04-29,1051439,64443,6.12903
"United States",2020-04-30,1080998,66635,6.16421
"United States",2020-05-01,1115844,68515,6.14020
"United States",2020-05-02,1142453,70258,6.14975
"United States",2020-05-03,1166032,71461,6.12856
"United States",2020-05-04,1190052,72831,6.11998
"United States",2020-05-05,1214103,75010,6.17822
"United States",2020-05-06,1238493,77331,6.24396
"United States",2020-05-07,1266118,79237,6.25826
"United States",2020-05-08,1293255,81006,6.26373
"United States",2020-05-09,1317400,82477,6.26059
"United States",2020-05-10,1336093,83478,6.24792
"United States",2020-05-11,1355351,84504,6.23484
"United States",2020-05-12,1378835,86096,6.24411
"United States",2020-05-13,1398903,87791,6.27570
"United States",2020-05-14,1424781,89560,6.28588
"United States",2020-05-15,1449608,91188,6.29053
"United States",2020-05-16,1473493,92357,6.26790
"United States",2020-05-17,1492120,93172,6.24427
"United States",2020-05-18,1514511,94394,6.23264
"United States",2020-05-19,1535060,95822,6.24223
"United States",2020-05-20,1557898,97292,6.24508
"United States",2020-05-21,1582991,98474,6.22076
"United States",2020-05-22,1606822,99678,6.20343
"United States",2020-05-23,1626707,100756,6.19386
"United States",2020-05-24,1646819,101395,6.15702
"United States",2020-05-25,1665993,101995,6.12217
"United States",2020-05-26,1684685,102648,6.09301
"United States",2020-05-27,1703486,104100,6.11100
"United States",2020-05-28,1724615,105166,6.09794
"United States",2020-05-29,1749392,106275,6.07497
"United States",2020-05-30,1772106,107223,6.05060
"United States",2020-05-31,1790869,107846,6.02199
"United States",2020-06-01,1808722,108613,6.00496
"United States",2020-06-02,1828782,109584,5.99218
"United States",2020-06-03,1847867,110584,5.98441
"United States",2020-06-04,1875674,111582,5.94890
"United States",2020-06-05,1902012,112452,5.91227
"United States",2020-06-06,1922166,113090,5.88347
"United States",2020-06-07,1939974,113550,5.85317
"United States",2020-06-08,1956891,114052,5.82822
"United States",2020-06-09,1977229,114961,5.81425
"United States",2020-06-10,1999005,115819,5.79383
"United States",2020-06-11,2021314,116630,5.77001
"United States",2020-06-12,2046868,117453,5.73818
"United States",2020-06-13,2070997,118159,5.70542
"United States",2020-06-14,2089948,118507,5.67033
"United States",2020-06-15,2111053,118905,5.63250
"United States",2020-06-16,2135692,119681,5.60385
"United States",2020-06-17,2162774,120422,5.56794
"United States",2020-06-18,2191014,121119,5.52799
"United States",2020-06-19,2222000,121750,5.47930
"United States",2020-06-20,2253862,122313,5.42682
"United States",2020-06-21,2279720,122632,5.37926
"United States",2020-06-22,2309712,123011,5.32582
"United States",2020-06-23,2348599,123741,5.26872
"United States",2020-06-24,2384908,124496,5.22016
"United States",2020-06-25,2424260,125047,5.15815
"United States",2020-06-26,2473331,125676,5.08124
"United States",2020-06-27,2514149,126175,5.01860
"United States",2020-06-28,2557063,126498,4.94700
"United States",2020-06-29,2598613,126869,4.88218
"United States",2020-06-30,2648652,127418,4.81067
"United States",2020-07-01,2697985,128120,4.74873
"United States",2020-07-02,2753060,128862,4.68068
"United States",2020-07-03,2804705,129541,4.61870
"United States",2020-07-04,2850720,129848,4.55492
"United States",2020-07-05,2904665,130171,4.48145
"United States",2020-07-06,2948304,130556,4.42817
"United States",2020-07-07,3005729,131700,4.38163
"United States",2020-07-08,3066214,132542,4.32266
"United States",2020-07-09,3126021,133578,4.27310
"United States",2020-07-10,3194763,134383,4.20635
"United States",2020-07-11,3255183,135136,4.15141
"United States",2020-07-12,3315399,135613,4.09040
"United States",2020-07-13,3375024,136056,4.03126
"United States",2020-07-14,3440760,136951,3.98025
"United States",2020-07-15,3507049,137912,3.93242
"United States",2020-07-16,3577808,138883,3.88179
"United States",2020-07-17,3644248,139806,3.83635
"United States",2020-07-18,3708555,140696,3.79382
"United States",2020-07-19,3767544,141179,3.74724
"United States",2020-07-20,3828429,141710,3.70152
"United States",2020-07-21,3896714,142806,3.66478
"United States",2020-07-22,3964161,144030,3.63330
"United States",2020-07-23,4031938,145106,3.59891
"United States",2020-07-24,4106882,146196,3.55978
"United States",2020-07-25,4170627,147164,3.52858
"United States",2020-07-26,4226249,147703,3.49490
"United States",2020-07-27,4286251,148814,3.47189
"United States",2020-07-28,4350804,150026,3.44824
"United States",2020-07-29,4414862,151460,3.43068
"United States",2020-07-30,4484049,152756,3.40665
"United States",2020-07-31,4548416,153924,3.38412
"United States",2020-08-01,4605817,155040,3.36618
"United States",2020-08-02,4652698,155505,3.34225
"United States",2020-08-03,4694611,156070,3.32445
"United States",2020-08-04,4756243,157321,3.30767
"United States",2020-08-05,4810379,158743,3.30001
"United States",2020-08-06,4870431,159931,3.28371
"United States",2020-08-07,4930871,161223,3.26967
"United States",2020-08-08,4994641,162312,3.24972
"United States",2020-08-09,5048802,162889,3.22629
"United States",2020-08-10,5100449,163414,3.20391
"United States",2020-08-11,5157322,164491,3.18947
"United States",2020-08-12,5212550,166000,3.18462
"United States",2020-08-13,5264004,167034,3.17314
"United States",2020-08-14,5334089,168338,3.15589
"United States",2020-08-15,5386406,169376,3.14451
"United States",2020-08-16,5420979,169991,3.13580
"United States",2020-08-17,5458979,170469,3.12273
"United States",2020-08-18,5503970,171696,3.11949
"United States",2020-08-19,5549879,172381,3.10603
"United States",2020-08-20,5595006,173481,3.10064
"United States",2020-08-21,5642914,174576,3.09372
"United States",2020-08-22,5688182,175531,3.08589
"United States",2020-08-23,5720076,176037,3.07753
"United States",2020-08-24,5754167,176470,3.06682
"United States",2020-08-25,5796721,177693,3.06541
"United States",2020-08-26,5838906,178851,3.06309
"United States",2020-08-27,5889335,179958,3.05566
"United States",2020-08-28,5935648,180880,3.04735
"United States",2020-08-29,5978696,181842,3.04150
"United States",2020-08-30,6012855,182282,3.03154
"United States",2020-08-31,6046384,182764,3.02270
"United States",2020-09-01,6088350,183831,3.01939
"United States",2020-09-02,6128456,184885,3.01683
"United States",2020-09-03,6173651,185907,3.01130
"United States",2020-09-04,6222304,186858,3.00304
"United States",2020-09-05,6265513,187651,2.99498
"United States",2020-09-06,6294581,188087,2.98808
"United States",2020-09-07,6319283,188410,2.98151
"United States",2020-09-08,6346378,188883,2.97623
"United States",2020-09-09,6380212,189983,2.97769
"United States",2020-09-10,6419841,190892,2.97347
"United States",2020-09-11,6464661,192034,2.97052
"United States",2020-09-12,6510240,192771,2.96104
"United States",2020-09-13,6550537,193165,2.94884
"United States",2020-09-14,6583452,193586,2.94049
"United States",2020-09-15,6620870,194777,2.94186
"United States",2020-09-16,6659223,195710,2.93893
"United States",2020-09-17,6704663,196560,2.93169
"United States",2020-09-18,6754871,197518,2.92408
"United States",2020-09-19,6800489,198184,2.91426
"United States",2020-09-20,6842072,198449,2.90042
"United States",2020-09-21,6874355,198861,2.89280
"United States",2020-09-22,6912643,199882,2.89154
"United States",2020-09-23,6953861,200933,2.88952
"United States",2020-09-24,7002806,201821,2.88200
"United States",2020-09-25,7049823,202735,2.87575
"United States",2020-09-26,7093267,203497,2.86888
"United States",2020-09-27,7126957,203801,2.85958
"United States",2020-09-28,7165034,204141,2.84913
"United States",2020-09-29,7207299,205035,2.84482
"United States",2020-09-30,7246198,205940,2.84204
"United States",2020-10-01,7292553,206836,2.83626
"United States",2020-10-02,7346075,207673,2.82699
"United States",2020-10-03,7395389,208345,2.81723
"United States",2020-10-04,7428723,208714,2.80955
"United States",2020-10-05,7466697,209189,2.80163
"United States",2020-10-06,7511652,209877,2.79402
"United States",2020-10-07,7561171,210783,2.78770
"United States",2020-10-08,7619359,211756,2.77918
"United States",2020-10-09,7674675,212718,2.77169
"United States",2020-10-10,7729850,213365,2.76027
"United States",2020-10-11,7776671,213828,2.74961
"United States",2020-10-12,7819645,214223,2.73955
"United States",2020-10-13,7870236,214963,2.73134
"United States",2020-10-14,7929321,215952,2.72346
"United States",2020-10-15,7993123,216792,2.71223
"United States",2020-10-16,8063395,217725,2.70017
"United States",2020-10-17,8118148,218514,2.69167
"United States",2020-10-18,8170382,218996,2.68036
"United States",2020-10-19,8239137,219507,2.66420
"United States",2020-10-20,8301628,220459,2.65561
"United States",2020-10-21,8362932,221627,2.65011
"United States",2020-10-22,8443097,222488,2.63515
"United States",2020-10-23,8525158,223444,2.62100
"United States",2020-10-24,8603139,224416,2.60854
"United States",2020-10-25,8663469,224868,2.59559
"United States",2020-10-26,8728012,225425,2.58278
"United States",2020-10-27,8806934,226447,2.57124
"United States",2020-10-28,8895223,227489,2.55743
"United States",2020-10-29,8987910,228484,2.54213
"United States",2020-10-30,9088391,229555,2.52580
"United States",2020-10-31,9175085,230494,2.51217
"United States",2020-11-01,9253145,231003,2.49648
"United States",2020-11-02,9337147,231601,2.48043
"United States",2020-11-03,9463953,233226,2.46436
"United States",2020-11-04,9566035,234344,2.44975
"United States",2020-11-05,9696019,235535,2.42919
"United States",2020-11-06,9825013,236754,2.40971
"United States",2020-11-07,9952087,237880,2.39025
"United States",2020-11-08,10071444,238455,2.36763
"United States",2020-11-09,10191037,239258,2.34773
"United States",2020-11-10,10330292,240698,2.33002
"United States",2020-11-11,10479829,242160,2.31072
"United States",2020-11-12,10639414,243402,2.28774
"United States",2020-11-13,10818216,244630,2.26128
"United States",2020-11-14,10980841,245999,2.24026
"United States",2020-11-15,11119295,246789,2.21947
"United States",2020-11-16,11275258,247666,2.19654
"United States",2020-11-17,11442385,249412,2.17972
"United States",2020-11-18,11615752,251351,2.16388
"United States",2020-11-19,11807595,253365,2.14578
"United States",2020-11-20,12008809,255341,2.12628
"United States",2020-11-21,12186184,256972,2.10872
"United States",2020-11-22,12331364,258048,2.09262
"United States",2020-11-23,12515968,259188,2.07086
"United States",2020-11-24,12690783,261375,2.05957
"United States",2020-11-25,12872063,263633,2.04810
"United States",2020-11-26,12984745,265026,2.04106
"United States",2020-11-27,13199987,266646,2.02005
"United States",2020-11-28,13367274,268055,2.00531
"United States",2020-11-29,13506880,269103,1.99234
"United States",2020-11-30,13665589,270481,1.97929
"United States",2020-12-01,13864286,273042,1.96939
"United States",2020-12-02,14061348,275819,1.96154
"United States",2020-12-03,14280767,278727,1.95176
"United States",2020-12-04,14516013,281393,1.93850
"United States",2020-12-05,14735728,283786,1.92584
"United States",2020-12-06,14913817,285206,1.91236
"United States",2020-12-07,15110351,286848,1.89835
"United States",2020-12-08,15337693,289448,1.88717
"United States",2020-12-09,15553462,292395,1.87994
"United States",2020-12-10,15789185,295310,1.87033
"United States",2020-12-11,16026127,298645,1.86349
"United States",2020-12-12,16248710,301150,1.85338
"United States",2020-12-13,16439336,302746,1.84160
"United States",2020-12-14,16649807,304442,1.82850
"United States",2020-12-15,16876997,307343,1.82108
"United States",2020-12-16,17111232,311026,1.81767
"United States",2020-12-17,17350396,314444,1.81232
"United States",2020-12-18,17596919,317373,1.80357
"United States",2020-12-19,17801781,320109,1.79819
"United States",2020-12-20,17987947,321808,1.78902
"United States",2020-12-21,18185563,323635,1.77963
"United States",2020-12-22,18391307,326966,1.77783
"United States",2020-12-23,18612140,330277,1.77452
"United States",2020-12-24,18823675,333135,1.76977
"United States",2020-12-25,18949190,334633,1.76595
"United States",2020-12-26,19167151,336545,1.75584
"United States",2020-12-27,19303296,337976,1.75087
"United States",2020-12-28,19478080,339875,1.74491
"United States",2020-12-29,19684736,343449,1.74475
"United States",2020-12-30,19903511,347305,1.74494
"United States",2020-12-31,20217293,350555,1.73394
"United States",2021-01-01,20394862,352760,1.72965
"United States",2021-01-02,20667308,355281,1.71905
"United States",2021-01-03,20870473,356707,1.70915
"United States",2021-01-04,21057412,358723,1.70355
"United States",2021-01-05,21289488,362295,1.70176
"United States",2021-01-06,21549363,366169,1.69921
"United States",2021-01-07,21834376,370168,1.69534
"United States",2021-01-08,22137356,374321,1.69090
"United States",2021-01-09,22400701,377523,1.68532
"United States",2021-01-10,22610620,379612,1.67891
"United States",2021-01-11,22815293,381469,1.67199
"United States",2021-01-12,23037558,385842,1.67484
"United States",2021-01-13,23266274,389829,1.67551
"United States",2021-01-14,23501223,393604,1.67482
"United States",2021-01-15,23745606,397420,1.67366
"United States",2021-01-16,23962517,400971,1.67333
"United States",2021-01-17,24138652,402953,1.66933
"United States",2021-01-18,24279923,404534,1.66613
"United States",2021-01-19,24436914,406937,1.66526
"United States",2021-01-20,24624592,411326,1.67039
"United States",2021-01-21,24816660,415429,1.67399
"United States",2021-01-22,25008109,419206,1.67628
"United States",2021-01-23,25185353,422729,1.67847
"United States",2021-01-24,25325135,424555,1.67642
"United States",2021-01-25,25455164,426337,1.67485
"United States",2021-01-26,25606441,430316,1.68050
"United States",2021-01-27,25761645,434380,1.68615
"United States",2021-01-28,25928355,438187,1.68999
"United States",2021-01-29,26091667,441750,1.69307
"United States",2021-01-30,26242036,444607,1.69425
"United States",2021-01-31,26354589,446538,1.69435
"United States",2021-02-01,26480484,448319,1.69302
"United States",2021-02-02,26597955,451855,1.69883
"United States",2021-02-03,26722387,455719,1.70538
"United States",2021-02-04,26847040,459602,1.71193
"United States",2021-02-05,26977466,463263,1.71722
"United States",2021-02-06,27093706,465990,1.71992
"United States",2021-02-07,27182871,467452,1.71966
"United States",2021-02-08,27266074,468902,1.71973
"United States",2021-02-09,27361776,471934,1.72479
"United States",2021-02-10,27457480,475295,1.73102
"United States",2021-02-11,27563648,478454,1.73582
"United States",2021-02-12,27663219,481292,1.73983
"United States",2021-02-13,27753547,483543,1.74227
"United States",2021-02-14,27821737,484694,1.74214
"United States",2021-02-15,27877903,485641,1.74203
"United States",2021-02-16,27937726,487285,1.74418
"United States",2021-02-17,28006717,489692,1.74848
"United States",2021-02-18,28078965,492250,1.75309
"United States",2021-02-19,28153837,494766,1.75737
"United States",2021-02-20,28227374,496681,1.75957
"United States",2021-02-21,28282621,497891,1.76041
"United States",2021-02-22,28338694,499101,1.76120
"United States",2021-02-23,28412515,501359,1.76457
"United States",2021-02-24,28487530,504575,1.77121
"United States",2021-02-25,28564607,506988,1.77488
"United States",2021-02-26,28639549,509119,1.77768
"United States",2021-02-27,28710357,510632,1.77856
"United States",2021-02-28,28762010,511718,1.77915
"United States",2021-03-01,28812165,513035,1.78062
"United States",2021-03-02,28870832,514948,1.78363
"United States",2021-03-03,28937914,517470,1.78821
"United States",2021-03-04,29006393,519394,1.79062
"United States",2021-03-05,29073596,521108,1.79238
"United States",2021-03-06,29134343,522627,1.79385
"United States",2021-03-07,29175883,523329,1.79370
"United States",2021-03-08,29220682,524048,1.79341
"United States",2021-03-09,29276507,525809,1.79601
"United States",2021-03-10,29334225,527345,1.79771
"United States",2021-03-11,29395985,528887,1.79918
"United States",2021-03-12,29458268,530310,1.80021
"United States",2021-03-13,29514534,531277,1.80005
"United States",2021-03-14,29553097,531792,1.79945
"United States",2021-03-15,29604661,532498,1.79870
"United States",2021-03-16,29659736,533749,1.79957
"United States",2021-03-17,29719618,534943,1.79997
"United States",2021-03-18,29781824,536574,1.80168
"United States",2021-03-19,29842736,537597,1.80143
"United States",2021-03-20,29900986,538367,1.80050
"United States",2021-03-21,29936393,539074,1.80073
"United States",2021-03-22,29984828,539628,1.79967
"United States",2021-03-23,30037589,540572,1.79965
"United States",2021-03-24,30125424,542034,1.79926
"United States",2021-03-25,30192812,543379,1.79970
"United States",2021-03-26,30268951,544535,1.79899
"United States",2021-03-27,30332735,545340,1.79786
"United States",2021-03-28,30379107,545782,1.79657
"United States",2021-03-29,30445780,546418,1.79472
"United States",2021-03-30,30508003,547309,1.79399
"United States",2021-03-31,30577413,548380,1.79342
"United States",2021-04-01,30654264,549480,1.79251
"United States",2021-04-02,30728146,550372,1.79110
"United States",2021-04-03,30792642,551128,1.78980
"United States",2021-04-04,30830509,551441,1.78862
"United States",2021-04-05,30898760,551907,1.78618
"United States",2021-04-06,30962149,552739,1.78521
"United States",2021-04-07,31037906,555341,1.78923
"United States",2021-04-08,31117749,556353,1.78790
"United States",2021-04-09,31202167,557256,1.78595
"United States",2021-04-10,31272512,558016,1.78437
"United States",2021-04-11,31319837,558308,1.78260
"United States",2021-04-12,31383066,558761,1.78045
"United States",2021-04-13,31463757,559625,1.77863
"United States",2021-04-14,31538739,560562,1.77738
"United States",2021-04-15,31612958,561469,1.77607
"United States",2021-04-16,31695727,562339,1.77418
"United States",2021-04-17,31751082,563048,1.77332
"United States",2021-04-18,31794902,563398,1.77198
"United States",2021-04-19,31854772,563894,1.77020
"United States",2021-04-20,31917077,564731,1.76937
"United States",2021-04-21,31981788,565629,1.76860
"United States",2021-04-22,32047972,566570,1.76788
"United States",2021-04-23,32110645,567333,1.76681
"United States",2021-04-24,32164932,568083,1.76616
"United States",2021-04-25,32199333,568392,1.76523
"United States",2021-04-26,32242642,568873,1.76435
"United States",2021-04-27,32294663,569539,1.76357
"United States",2021-04-28,32350530,570523,1.76357
"United States",2021-04-29,32408212,571407,1.76315
"United States",2021-04-30,32465948,572211,1.76250
"United States",2021-05-01,32514107,572960,1.76219
"United States",2021-05-02,32544701,573283,1.76152
"United States",2021-05-03,32590101,573769,1.76056
"United States",2021-05-04,32632819,574644,1.76094
"United States",2021-05-05,32678635,575458,1.76096
"United States",2021-05-06,32724565,576254,1.76092
"United States",2021-05-07,32772743,577012,1.76065
"United States",2021-05-08,32807698,577651,1.76072
"United States",2021-05-09,32830433,577914,1.76030
"United States",2021-05-10,32863245,578316,1.75977
"United States",2021-05-11,32898520,578996,1.75995
"United States",2021-05-12,32934495,579762,1.76035
"United States",2021-05-13,32972368,580509,1.76059
"United States",2021-05-14,33013969,581140,1.76029
"United States",2021-05-15,33044436,581664,1.76025
"United States",2021-05-16,33062068,581933,1.76012
"United States",2021-05-17,33087598,582335,1.75998
"United States",2021-05-18,33116606,583116,1.76080
"United States",2021-05-19,33145676,583770,1.76123
"United States",2021-05-20,33175669,584454,1.76169
"United States",2021-05-21,33204346,585056,1.76199
"United States",2021-05-22,33225251,585544,1.76235
"United States",2021-05-23,33239036,585749,1.76223
"United States",2021-05-24,33261206,586190,1.76238
"United States",2021-05-25,33285003,586829,1.76304
"United States",2021-05-26,33309375,587814,1.76471
"United States",2021-05-27,33335910,589164,1.76736
"United States",2021-05-28,33357834,589699,1.76780
"United States",2021-05-29,33370812,590027,1.76809
"United States",2021-05-30,33378016,590175,1.76815
"United States",2021-05-31,33384365,590356,1.76836
"United States",2021-06-01,33405454,590999,1.76917
"United States",2021-06-02,33422040,591559,1.76997
"United States",2021-06-03,33440020,592190,1.77090
"United States",2021-06-04,33457557,592707,1.77152
"United States",2021-06-05,33472713,593291,1.77246
"United States",2021-06-06,33478609,593460,1.77265
"United States",2021-06-07,33492798,593770,1.77283
"United States",2021-06-08,33505592,594078,1.77307
"United States",2021-06-09,33523799,594553,1.77353
"United States",2021-06-10,33538314,594956,1.77396
"United States",2021-06-11,33562830,595482,1.77423
"United States",2021-06-12,33571651,595750,1.77456
"United States",2021-06-13,33576677,595862,1.77463
"United States",2021-06-14,33588581,596051,1.77456
"United States",2021-06-15,33599227,596374,1.77496
"United States",2021-06-16,33610980,596757,1.77548
"United States",2021-06-17,33622499,597056,1.77576
"United States",2021-06-18,33643483,597656,1.77644
"United States",2021-06-19,33652368,597826,1.77648
"United States",2021-06-20,33657293,597905,1.77645
"United States",2021-06-21,33668025,598165,1.77666
"United States",2021-06-22,33678792,598509,1.77711
"United States",2021-06-23,33691290,598895,1.77760
"United States",2021-06-24,33705483,599236,1.77786
"United States",2021-06-25,33730005,599764,1.77813
"United States",2021-06-26,33739064,599925,1.77813
"United States",2021-06-27,33743723,600000,1.77811
"United States",2021-06-28,33757493,600159,1.77785
"United States",2021-06-29,33765019,600488,1.77843
"United States",2021-06-30,33780304,600788,1.77852
"United States",2021-07-01,33795225,601071,1.77857
"United States",2021-07-02,33824843,601505,1.77829
"United States",2021-07-03,33830113,601588,1.77826
"United States",2021-07-04,33834378,601628,1.77816
"United States",2021-07-05,33843539,601749,1.77803
"United States",2021-07-06,33866112,602055,1.77775
"United States",2021-07-07,33886260,602382,1.77766
"United States",2021-07-08,33907138,602632,1.77730
"United States",2021-07-09,33954127,603094,1.77620
"United States",2021-07-10,33964144,603172,1.77591
"United States",2021-07-11,33975906,603293,1.77565
"United States",2021-07-12,34005568,603528,1.77479
"United States",2021-07-13,34032043,603885,1.77446
"United States",2021-07-14,34063191,604212,1.77380
"United States",2021-07-15,34095133,604568,1.77318
"United States",2021-07-16,34173165,605021,1.77046
"United States",2021-07-17,34187231,605093,1.76994
"United States",2021-07-18,34207601,605188,1.76916
"United States",2021-07-19,34256828,605386,1.76720
"United States",2021-07-20,34296716,605676,1.76599
"United States",2021-07-21,34344588,606039,1.76458
"United States",2021-07-22,34401024,606327,1.76253
"United States",2021-07-23,34521829,606879,1.75796
"United States",2021-07-24,34551178,607015,1.75686
"United States",2021-07-25,34579803,607117,1.75570
"United States",2021-07-26,34658358,607367,1.75244
"United States",2021-07-27,34723429,607825,1.75048
"United States",2021-07-28,34797011,608208,1.74787
"United States",2021-07-29,34869374,608526,1.74516
"United States",2021-07-30,35060555,609411,1.73817
"United States",2021-07-31,35105226,609587,1.73646
"United States",2021-08-01,35150603,609820,1.73488
"United States",2021-08-02,35258125,610163,1.73056
"United States",2021-08-03,35356094,610749,1.72742
"United States",2021-08-04,35458601,611295,1.72397
"United States",2021-08-05,35568191,611821,1.72014
"United States",2021-08-06,35820102,612954,1.71120
"United States",2021-08-07,35883983,613220,1.70890
"United States",2021-08-08,35919669,613355,1.70757
"United States",2021-08-09,36078100,613872,1.70151
"United States",2021-08-10,36196292,614704,1.69825
"United States",2021-08-11,36350872,615509,1.69324
"United States",2021-08-12,36494684,616541,1.68940
"United States",2021-08-13,36721529,617600,1.68185
"United States",2021-08-14,36795704,617870,1.67919
"United States",2021-08-15,36843567,618087,1.67760
"United States",2021-08-16,37036925,619128,1.67165
"United States",2021-08-17,37188037,620152,1.66761
"United States",2021-08-18,37355387,621356,1.66336
"United States",2021-08-19,37510665,623143,1.66124
"United States",2021-08-20,37749799,624605,1.65459
"United States",2021-08-21,37843302,625182,1.65203
"United States",2021-08-22,37888660,625402,1.65063
"United States",2021-08-23,38094845,626738,1.64520
"United States",2021-08-24,38250038,628173,1.64228
"United States",2021-08-25,38429247,629726,1.63866
"United States",2021-08-26,38613011,631948,1.63662
"United States",2021-08-27,38851373,633691,1.63106
"United States",2021-08-28,38931508,634343,1.62938
"United States",2021-08-29,38984683,634669,1.62800
"United States",2021-08-30,39212614,636382,1.62290
"United States",2021-08-31,39392584,637826,1.61915
"United States",2021-09-01,39583192,639870,1.61652
"United States",2021-09-02,39762261,642877,1.61680
"United States",2021-09-03,39997512,644817,1.61214
"United States",2021-09-04,40084811,645470,1.61026
"United States",2021-09-05,40149492,645898,1.60873
"United States",2021-09-06,40239482,646506,1.60665
"United States",2021-09-07,40449528,648602,1.60348
"United States",2021-09-08,40627298,650921,1.60218
"United States",2021-09-09,40793956,654149,1.60354
"United States",2021-09-10,41035788,656610,1.60009
"United States",2021-09-11,41126237,657449,1.59861
"United States",2021-09-12,41175807,657829,1.59761
"United States",2021-09-13,41383534,659986,1.59480
"United States",2021-09-14,41529073,661914,1.59386
"United States",2021-09-15,41702492,664653,1.59380
"United States",2021-09-16,41861098,668146,1.59610
"United States",2021-09-17,42071808,670600,1.59394
"United States",2021-09-18,42148062,671610,1.59345
"United States",2021-09-19,42194065,672014,1.59267
"United States",2021-09-20,42363482,674321,1.59175
"United States",2021-09-21,42485302,676768,1.59295
"United States",2021-09-22,42617033,679459,1.59434
"United States",2021-09-23,42746067,682767,1.59726
"United States",2021-09-24,42920711,685251,1.59655
"United States",2021-09-25,42982561,686108,1.59625
"United States",2021-09-26,43038188,686700,1.59556
"United States",2021-09-27,43192123,688959,1.59510
"United States",2021-09-28,43305265,691477,1.59675
"United States",2021-09-29,43427265,694117,1.59834
"United States",2021-09-30,43537353,696943,1.60079
"United States",2021-10-01,43692262,699074,1.59999
"United States",2021-10-02,43742016,699924,1.60012
"United States",2021-10-03,43788244,700467,1.59967
"United States",2021-10-04,43928841,702399,1.59895
"United States",2021-10-05,44024320,704293,1.59978
"United States",2021-10-06,44137174,706953,1.60172
"United States",2021-10-07,44238207,709426,1.60365
"United States",2021-10-08,44368837,711230,1.60299
"United States",2021-10-09,44409153,711682,1.60256
"United States",2021-10-10,44450146,712176,1.60219
"United States",2021-10-11,44543012,713356,1.60150
"United States",2021-10-12,44653956,715645,1.60265
"United States",2021-10-13,44762367,718834,1.60589
"United States",2021-10-14,44848492,721025,1.60769
"United States",2021-10-15,44957339,722848,1.60785
"United States",2021-10-16,44998688,723444,1.60770
"United States",2021-10-17,45031860,723924,1.60758
"United States",2021-10-18,45128513,725691,1.60805
"United States",2021-10-19,45211112,727657,1.60946
"United States",2021-10-20,45303430,730846,1.61322
"United States",2021-10-21,45380701,732862,1.61492
"United States",2021-10-22,45476669,734733,1.61563
"United States",2021-10-23,45510945,735307,1.61567
"United States",2021-10-24,45531897,735587,1.61554
"United States",2021-10-25,45641386,737054,1.61488
"United States",2021-10-26,45709007,738661,1.61601
"United States",2021-10-27,45811537,740722,1.61689
"United States",2021-10-28,45886062,742578,1.61831
"United States",2021-10-29,45980898,744311,1.61874
"United States",2021-10-30,46017155,744711,1.61833
"United States",2021-10-31,46051161,744969,1.61770
"United States",2021-11-01,46161013,746222,1.61656
"United States",2021-11-02,46231041,747512,1.61690
"United States",2021-11-03,46317807,749501,1.61817
"United States",2021-11-04,46399049,750703,1.61793
"United States",2021-11-05,46496182,752826,1.61911
"United States",2021-11-06,46533443,753332,1.61890
"United States",2021-11-07,46572413,753563,1.61805
"United States",2021-11-08,46679743,754776,1.61692
"United States",2021-11-09,46759651,756228,1.61727
"United States",2021-11-10,46854895,757924,1.61760
"United States",2021-11-11,46912434,758825,1.61753
"United States",2021-11-12,47056564,761277,1.61779
"United States",2021-11-13,47102732,761876,1.61748
"United States",2021-11-14,47136603,762106,1.61680
"United States",2021-11-15,47267667,763391,1.61504
"United States",2021-11-16,47355651,764713,1.61483
"United States",2021-11-17,47468181,766381,1.61452
"United States",2021-11-18,47576718,767717,1.61364
"United States",2021-11-19,47702985,769486,1.61308
"United States",2021-11-20,47750171,769961,1.61248
"United States",2021-11-21,47791666,770209,1.61160
"United States",2021-11-22,47932641,771459,1.60946
"United States",2021-11-23,48024279,772819,1.60923
"United States",2021-11-24,48135631,774518,1.60903
"United States",2021-11-25,48172999,775003,1.60879
"United States",2021-11-26,48227683,775392,1.60777
"United States",2021-11-27,48256078,775730,1.60753
"United States",2021-11-28,48301158,776007,1.60660
"United States",2021-11-29,48486331,777925,1.60442
"United States",2021-11-30,48603781,779570,1.60393
"United States",2021-12-01,48740723,781573,1.60353
"United States",2021-12-02,48878918,785459,1.60695
"United States",2021-12-03,49036858,787070,1.60506
"United States",2021-12-04,49104775,787769,1.60426
"United States",2021-12-05,49161232,788181,1.60326
"United States",2021-12-06,49336304,789610,1.60046
"United States",2021-12-07,49448624,791127,1.59990
"United States",2021-12-08,49598035,792950,1.59875
"United States",2021-12-09,49721809,794502,1.59789
"United States",2021-12-10,49879311,796255,1.59636
"United States",2021-12-11,49936934,796879,1.59577
"United States",2021-12-12,49990312,797249,1.59481
